,PRCP,TMAX,Year,Month,Day
1930,0.0,60,2015,11,13
1931,0.0,53,2015,11,14
1932,0.0,66,2015,11,15
1933,0.0,68,2015,11,16
1934,0.0,61,2015,11,17
1935,0.0,66,2015,11,18
1936,0.39,65,2015,11,19
1937,0.0,57,2015,11,20
1938,0.0,55,2015,11,21
1939,0.0,47,2015,11,22
1940,0.0,42,2015,11,23
1941,0.0,54,2015,11,24
1942,0.0,57,2015,11,25
1943,0.0,63,2015,11,26
1944,0.0,68,2015,11,27
1945,0.0,65,2015,11,28
1946,0.26,55,2015,11,29
1947,0.25,42,2015,11,30
1948,0.58,47,2015,12,1
1949,0.21,57,2015,12,2
1950,0.0,49,2015,12,3
1951,0.0,50,2015,12,4
1952,0.0,53,2015,12,5
1953,0.0,54,2015,12,6
1954,0.0,59,2015,12,7
1955,0.0,53,2015,12,8
1956,0.01,46,2015,12,9
1957,0.0,63,2015,12,10
1958,0.0,63,2015,12,11
1959,0.0,71,2015,12,12
1960,0.0,73,2015,12,13
1961,0.07,69,2015,12,14
1962,0.07,66,2015,12,15
1963,0.0,56,2015,12,16
1964,0.58,52,2015,12,17
1965,0.0,49,2015,12,18
1966,0.0,44,2015,12,19
1967,0.0,46,2015,12,20
1968,0.0,56,2015,12,21
1969,0.11,60,2015,12,22
1970,0.58,64,2015,12,23
1971,0.03,71,2015,12,24
1972,0.67,70,2015,12,25
1973,0.04,60,2015,12,26
1974,0.13,69,2015,12,27
1975,0.26,56,2015,12,28
1976,0.39,51,2015,12,29
1977,0.03,54,2015,12,30
1978,0.0,57,2015,12,31
1979,0.0,43,2016,1,1
1980,0.0,49,2016,1,2
1981,0.0,54,2016,1,3
1982,0.0,37,2016,1,4
1983,0.0,32,2016,1,5
1984,0.0,40,2016,1,6
1985,0.0,41,2016,1,7
1986,0.03,42,2016,1,8
1987,0.24,50,2016,1,9
1988,1.0,59,2016,1,10
1989,0.0,39,2016,1,11
1990,0.01,45,2016,1,12
1991,0.0,30,2016,1,13
1992,0.0,52,2016,1,14
1993,0.51,49,2016,1,15
1994,0.01,52,2016,1,16
1995,0.02,37,2016,1,17
1996,0.0,32,2016,1,18
1997,0.0,26,2016,1,19
1998,0.0,29,2016,1,20
1999,0.0,32,2016,1,21
2000,0.75,28,2016,1,22
2001,1.88,29,2016,1,23
2002,0.0,35,2016,1,24
2003,0.0,42,2016,1,25
2004,0.0,51,2016,1,26
2005,0.01,45,2016,1,27
2006,0.0,42,2016,1,28
2007,0.01,39,2016,1,29
2008,0.0,47,2016,1,30
2009,0.0,60,2016,1,31
2010,0.18,56,2016,2,1
2011,0.0,49,2016,2,2
2012,0.76,54,2016,2,3
2013,0.01,54,2016,2,4
2014,0.02,42,2016,2,5
2015,0.0,44,2016,2,6
2016,0.0,45,2016,2,7
2017,0.0,47,2016,2,8
2018,0.31,39,2016,2,9
2019,0.0,36,2016,2,10
2020,0.0,27,2016,2,11
2021,0.0,30,2016,2,12
2022,0.0,26,2016,2,13
2023,0.02,24,2016,2,14
2024,0.48,30,2016,2,15
2025,0.79,48,2016,2,16
2026,0.0,47,2016,2,17
2027,0.0,39,2016,2,18
2028,0.0,43,2016,2,19
2029,0.0,67,2016,2,20
2030,0.08,56,2016,2,21
2031,0.0,53,2016,2,22
2032,0.36,43,2016,2,23
2033,0.78,58,2016,2,24
2034,0.0,53,2016,2,25
2035,0.0,38,2016,2,26
2036,0.0,47,2016,2,27
2037,0.0,66,2016,2,28
2038,0.0,62,2016,2,29
2039,0.0,66,2016,3,1
2040,0.04,61,2016,3,2
2041,0.05,41,2016,3,3
2042,0.04,40,2016,3,4
2043,0.0,45,2016,3,5
2044,0.0,51,2016,3,6
2045,0.0,66,2016,3,7
2046,0.0,78,2016,3,8
2047,0.0,82,2016,3,9
2048,0.0,80,2016,3,10
2049,0.0,72,2016,3,11
2050,0.0,63,2016,3,12
2051,0.53,61,2016,3,13
2052,0.03,53,2016,3,14
2053,0.01,63,2016,3,15
2054,0.0,75,2016,3,16
2055,0.0,67,2016,3,17
2056,0.0,65,2016,3,18
2057,0.34,51,2016,3,19
2058,0.0,44,2016,3,20
2059,0.0,52,2016,3,21
2060,0.0,62,2016,3,22
2061,0.0,74,2016,3,23
2062,0.0,77,2016,3,24
2063,0.0,71,2016,3,25
2064,0.0,61,2016,3,26
2065,0.03,56,2016,3,27
2066,0.38,68,2016,3,28
2067,0.0,59,2016,3,29
2068,0.0,65,2016,3,30
2069,0.0,72,2016,3,31
2070,0.02,82,2016,4,1
2071,0.09,65,2016,4,2
2072,0.0,53,2016,4,3
2073,0.03,72,2016,4,4
2074,0.0,45,2016,4,5
2075,0.0,57,2016,4,6
2076,0.94,62,2016,4,7
2077,0.0,51,2016,4,8
2078,0.08,46,2016,4,9
2079,0.0,53,2016,4,10
2080,0.02,74,2016,4,11
2081,0.01,67,2016,4,12
2082,0.0,59,2016,4,13
2083,0.0,64,2016,4,14
2084,0.0,64,2016,4,15
2085,0.0,71,2016,4,16
2086,0.0,74,2016,4,17
2087,0.0,83,2016,4,18
2088,0.0,82,2016,4,19
2089,0.0,71,2016,4,20
2090,0.0,75,2016,4,21
2091,0.01,71,2016,4,22
2092,0.18,70,2016,4,23
2093,0.0,69,2016,4,24
2094,0.0,80,2016,4,25
2095,0.0,84,2016,4,26
2096,0.02,69,2016,4,27
2097,0.42,54,2016,4,28
2098,0.0,55,2016,4,29
2099,0.06,56,2016,4,30
2100,0.53,59,2016,5,1
2101,1.39,80,2016,5,2
2102,0.54,71,2016,5,3
2103,0.0,62,2016,5,4
2104,0.01,57,2016,5,5
2105,0.92,54,2016,5,6
2106,0.03,65,2016,5,7
2107,0.05,71,2016,5,8
2108,0.1,63,2016,5,9
2109,0.01,63,2016,5,10
2110,0.17,60,2016,5,11
2111,0.0,67,2016,5,12
2112,0.05,77,2016,5,13
2113,0.18,75,2016,5,14
2114,0.0,59,2016,5,15
2115,0.0,66,2016,5,16
2116,0.33,56,2016,5,17
2117,0.0,65,2016,5,18
2118,0.0,72,2016,5,19
2119,0.0,77,2016,5,20
2120,0.55,62,2016,5,21
2121,0.69,57,2016,5,22
2122,0.47,75,2016,5,23
2123,0.05,82,2016,5,24
2124,0.0,86,2016,5,25
2125,0.0,89,2016,5,26
2126,0.0,89,2016,5,27
2127,0.0,89,2016,5,28
2128,0.01,84,2016,5,29
2129,0.0,83,2016,5,30
2130,0.0,88,2016,5,31
2131,0.0,87,2016,6,1
2132,0.0,82,2016,6,2
2133,0.99,86,2016,6,3
2134,0.01,82,2016,6,4
2135,0.04,84,2016,6,5
2136,0.0,85,2016,6,6
2137,0.0,85,2016,6,7
2138,0.0,71,2016,6,8
2139,0.0,80,2016,6,9
2140,0.0,81,2016,6,10
2141,0.0,95,2016,6,11
2142,0.0,91,2016,6,12
2143,0.0,80,2016,6,13
2144,0.0,80,2016,6,14
2145,0.15,81,2016,6,15
2146,2.82,85,2016,6,16
2147,0.0,80,2016,6,17
2148,0.0,84,2016,6,18
2149,0.0,87,2016,6,19
2150,0.0,89,2016,6,20
2151,1.69,87,2016,6,21
2152,0.0,84,2016,6,22
2153,0.59,79,2016,6,23
2154,0.0,85,2016,6,24
2155,0.0,83,2016,6,25
2156,0.0,85,2016,6,26
2157,0.0,86,2016,6,27
2158,0.06,89,2016,6,28
2159,0.0,81,2016,6,29
2160,0.0,83,2016,6,30
2161,0.0,88,2016,7,1
2162,0.0,80,2016,7,2
2163,0.02,73,2016,7,3
2164,0.34,72,2016,7,4
2165,0.55,90,2016,7,5
2166,0.0,91,2016,7,6
2167,0.0,90,2016,7,7
2168,0.03,89,2016,7,8
2169,0.0,91,2016,7,9
2170,0.0,85,2016,7,10
2171,0.0,87,2016,7,11
2172,0.0,86,2016,7,12
2173,0.0,92,2016,7,13
2174,0.0,95,2016,7,14
2175,0.0,91,2016,7,15
2176,0.16,92,2016,7,16
2177,0.0,90,2016,7,17
2178,0.21,95,2016,7,18
2179,0.0,91,2016,7,19
2180,0.0,86,2016,7,20
2181,0.0,90,2016,7,21
2182,0.0,94,2016,7,22
2183,0.03,98,2016,7,23
2184,0.02,97,2016,7,24
2185,0.01,100,2016,7,25
2186,0.0,95,2016,7,26
2187,0.0,94,2016,7,27
2188,0.99,92,2016,7,28
2189,0.34,90,2016,7,29
2190,0.32,88,2016,7,30
2191,0.0,90,2016,7,31
2192,0.0,90,2016,8,1
2193,0.0,88,2016,8,2
2194,0.0,82,2016,8,3
2195,0.0,84,2016,8,4
2196,0.0,80,2016,8,5
2197,0.02,91,2016,8,6
2198,0.0,89,2016,8,7
2199,0.0,88,2016,8,8
2200,0.0,78,2016,8,9
2201,0.0,93,2016,8,10
2202,0.0,95,2016,8,11
2203,0.0,96,2016,8,12
2204,0.0,99,2016,8,13
2205,0.05,97,2016,8,14
2206,0.14,96,2016,8,15
2207,0.0,96,2016,8,16
2208,0.66,94,2016,8,17
2209,0.0,90,2016,8,18
2210,0.0,89,2016,8,19
2211,0.0,90,2016,8,20
2212,0.07,90,2016,8,21
2213,0.0,85,2016,8,22
2214,0.0,85,2016,8,23
2215,0.0,87,2016,8,24
2216,0.0,91,2016,8,25
2217,0.0,95,2016,8,26
2218,0.0,92,2016,8,27
2219,0.0,91,2016,8,28
2220,0.0,94,2016,8,29
2221,0.0,91,2016,8,30
2222,0.02,92,2016,8,31
2223,0.17,84,2016,9,1
2224,0.0,80,2016,9,2
2225,0.0,80,2016,9,3
2226,0.0,82,2016,9,4
2227,0.0,88,2016,9,5
2228,0.0,93,2016,9,6
2229,0.0,94,2016,9,7
2230,0.0,96,2016,9,8
2231,0.0,98,2016,9,9
2232,0.0,96,2016,9,10
2233,0.0,84,2016,9,11
2234,0.0,84,2016,9,12
2235,0.0,90,2016,9,13
2236,0.0,93,2016,9,14
2237,0.0,77,2016,9,15
2238,0.0,77,2016,9,16
2239,0.0,82,2016,9,17
2240,0.0,89,2016,9,18
2241,0.23,76,2016,9,19
2242,0.0,81,2016,9,20
2243,0.0,84,2016,9,21
2244,0.0,87,2016,9,22
2245,0.0,91,2016,9,23
2246,0.0,76,2016,9,24
2247,0.0,74,2016,9,25
2248,0.03,68,2016,9,26
2249,0.27,77,2016,9,27
2250,0.82,68,2016,9,28
2251,0.93,68,2016,9,29
2252,0.1,64,2016,9,30
2253,0.2,65,2016,10,1
2254,0.0,75,2016,10,2
2255,0.0,76,2016,10,3
2256,0.0,75,2016,10,4
2257,0.0,71,2016,10,5
2258,0.0,71,2016,10,6
2259,0.0,70,2016,10,7
2260,0.2,66,2016,10,8
2261,0.0,67,2016,10,9
2262,0.0,65,2016,10,10
2263,0.0,66,2016,10,11
2264,0.0,69,2016,10,12
2265,0.0,73,2016,10,13
2266,0.0,64,2016,10,14
2267,0.0,67,2016,10,15
2268,0.0,75,2016,10,16
2269,0.0,84,2016,10,17
2270,0.0,85,2016,10,18
2271,0.03,87,2016,10,19
2272,0.0,83,2016,10,20
2273,0.14,76,2016,10,21
2274,0.0,58,2016,10,22
2275,0.0,70,2016,10,23
2276,0.0,70,2016,10,24
2277,0.0,62,2016,10,25
2278,0.0,58,2016,10,26
2279,0.03,62,2016,10,27
2280,0.0,61,2016,10,28
2281,0.0,76,2016,10,29
2282,0.05,84,2016,10,30
2283,0.0,60,2016,10,31
2284,0.0,60,2016,11,1
2285,0.0,78,2016,11,2
2286,0.0,79,2016,11,3
2287,0.0,62,2016,11,4
2288,0.0,66,2016,11,5
2289,0.0,67,2016,11,6
2290,0.0,62,2016,11,7
2291,0.0,69,2016,11,8
2292,0.19,64,2016,11,9
2293,0.0,61,2016,11,10
2294,0.0,64,2016,11,11
2295,0.0,52,2016,11,12
2296,0.0,64,2016,11,13
2297,0.01,57,2016,11,14
2298,0.03,63,2016,11,15
2299,0.0,64,2016,11,16
2300,0.0,61,2016,11,17
2301,0.0,73,2016,11,18
2302,0.02,70,2016,11,19
2303,0.0,45,2016,11,20
2304,0.0,43,2016,11,21
2305,0.0,48,2016,11,22
2306,0.0,50,2016,11,23
2307,0.0,59,2016,11,24
2308,0.0,59,2016,11,25
2309,0.0,50,2016,11,26
2310,0.0,52,2016,11,27
2311,0.0,52,2016,11,28
2312,0.21,57,2016,11,29
2313,1.31,65,2016,11,30
2314,0.07,58,2016,12,1
2315,0.0,51,2016,12,2
2316,0.0,48,2016,12,3
2317,0.1,45,2016,12,4
2318,0.16,55,2016,12,5
2319,1.03,41,2016,12,6
2320,0.0,50,2016,12,7
2321,0.0,48,2016,12,8
2322,0.0,37,2016,12,9
2323,0.0,35,2016,12,10
2324,0.0,40,2016,12,11
2325,0.12,53,2016,12,12
2326,0.0,46,2016,12,13
2327,0.0,45,2016,12,14
2328,0.0,34,2016,12,15
2329,0.0,27,2016,12,16
2330,0.16,52,2016,12,17
2331,0.04,63,2016,12,18
2332,0.0,35,2016,12,19
2333,0.0,37,2016,12,20
2334,0.0,48,2016,12,21
2335,0.0,57,2016,12,22
2336,0.0,46,2016,12,23
2337,0.48,47,2016,12,24
2338,0.0,51,2016,12,25
2339,0.0,48,2016,12,26
2340,0.0,67,2016,12,27
2341,0.0,50,2016,12,28
2342,0.2,51,2016,12,29
2343,0.0,41,2016,12,30
2344,0.0,47,2016,12,31
2345,0.0,54,2017,1,1
2346,0.27,45,2017,1,2
2347,0.92,44,2017,1,3
2348,0.02,56,2017,1,4
2349,0.0,34,2017,1,5
2350,0.01,31,2017,1,6
2351,0.04,24,2017,1,7
2352,0.0,22,2017,1,8
2353,0.0,27,2017,1,9
2354,0.0,40,2017,1,10
2355,0.09,57,2017,1,11
2356,0.02,70,2017,1,12
2357,0.0,63,2017,1,13
2358,0.23,40,2017,1,14
2359,0.0,47,2017,1,15
2360,0.0,45,2017,1,16
2361,0.2,52,2017,1,17
2362,0.0,57,2017,1,18
2363,0.0,52,2017,1,19
2364,0.03,49,2017,1,20
2365,0.0,49,2017,1,21
2366,0.07,50,2017,1,22
2367,0.74,50,2017,1,23
2368,0.07,47,2017,1,24
2369,0.0,63,2017,1,25
2370,0.0,57,2017,1,26
2371,0.0,41,2017,1,27
2372,0.0,47,2017,1,28
2373,0.0,43,2017,1,29
2374,0.02,37,2017,1,30
2375,0.0,54,2017,1,31
2376,0.0,51,2017,2,1
2377,0.0,49,2017,2,2
2378,0.0,37,2017,2,3
2379,0.0,39,2017,2,4
2380,0.0,53,2017,2,5
2381,0.0,63,2017,2,6
2382,0.0,72,2017,2,7
2383,0.0,71,2017,2,8
2384,0.2,52,2017,2,9
2385,0.0,35,2017,2,10
2386,0.0,52,2017,2,11
2387,0.05,53,2017,2,12
2388,0.0,46,2017,2,13
2389,0.0,46,2017,2,14
2390,0.0,53,2017,2,15
2391,0.0,39,2017,2,16
2392,0.0,52,2017,2,17
2393,0.0,72,2017,2,18
2394,0.0,69,2017,2,19
2395,0.0,65,2017,2,20
2396,0.0,57,2017,2,21
2397,0.0,65,2017,2,22
2398,0.0,77,2017,2,23
2399,0.0,77,2017,2,24
2400,0.08,77,2017,2,25
2401,0.0,48,2017,2,26
2402,0.0,54,2017,2,27
2403,0.38,67,2017,2,28
2404,0.01,75,2017,3,1
2405,0.0,60,2017,3,2
2406,0.0,41,2017,3,3
2407,0.0,42,2017,3,4
2408,0.0,39,2017,3,5
2409,0.0,53,2017,3,6
2410,0.18,68,2017,3,7
2411,0.01,66,2017,3,8
2412,0.0,71,2017,3,9
2413,0.08,56,2017,3,10
2414,0.0,38,2017,3,11
2415,0.0,41,2017,3,12
2416,0.27,46,2017,3,13
2417,0.84,37,2017,3,14
2418,0.0,31,2017,3,15
2419,0.0,39,2017,3,16
2420,0.03,50,2017,3,17
2421,0.34,57,2017,3,18
2422,0.09,51,2017,3,19
2423,0.0,54,2017,3,20
2424,0.01,62,2017,3,21
2425,0.0,59,2017,3,22
2426,0.0,48,2017,3,23
2427,0.14,62,2017,3,24
2428,0.0,78,2017,3,25
2429,0.02,62,2017,3,26
2430,0.04,75,2017,3,27
2431,0.51,71,2017,3,28
2432,0.0,65,2017,3,29
2433,0.0,53,2017,3,30
2434,1.55,48,2017,3,31
2435,0.02,58,2017,4,1
2436,0.0,64,2017,4,2
2437,0.04,67,2017,4,3
2438,0.0,79,2017,4,4
2439,0.0,73,2017,4,5
2440,1.57,62,2017,4,6
2441,0.0,48,2017,4,7
2442,0.0,63,2017,4,8
2443,0.0,72,2017,4,9
2444,0.0,81,2017,4,10
2445,0.0,86,2017,4,11
2446,0.01,77,2017,4,12
2447,0.0,69,2017,4,13
2448,0.0,72,2017,4,14
2449,0.0,78,2017,4,15
2450,0.0,86,2017,4,16
2451,0.1,71,2017,4,17
2452,0.0,73,2017,4,18
2453,0.03,62,2017,4,19
2454,0.33,82,2017,4,20
2455,0.0,84,2017,4,21
2456,0.5,65,2017,4,22
2457,0.0,60,2017,4,23
2458,0.27,57,2017,4,24
2459,0.17,59,2017,4,25
2460,0.0,73,2017,4,26
2461,0.0,82,2017,4,27
2462,0.0,84,2017,4,28
2463,0.0,89,2017,4,29
2464,0.0,86,2017,4,30
2465,0.24,81,2017,5,1
2466,0.0,76,2017,5,2
2467,0.0,63,2017,5,3
2468,0.21,65,2017,5,4
2469,1.09,75,2017,5,5
2470,0.13,63,2017,5,6
2471,0.0,62,2017,5,7
2472,0.0,64,2017,5,8
2473,0.0,66,2017,5,9
2474,0.0,75,2017,5,10
2475,1.73,59,2017,5,11
2476,0.38,56,2017,5,12
2477,0.41,60,2017,5,13
2478,0.0,80,2017,5,14
2479,0.0,75,2017,5,15
2480,0.0,81,2017,5,16
2481,0.0,92,2017,5,17
2482,0.61,90,2017,5,18
2483,0.05,90,2017,5,19
2484,0.0,71,2017,5,20
2485,0.0,67,2017,5,21
2486,0.51,73,2017,5,22
2487,0.12,65,2017,5,23
2488,0.34,65,2017,5,24
2489,0.79,73,2017,5,25
2490,0.0,76,2017,5,26
2491,0.01,72,2017,5,27
2492,0.17,74,2017,5,28
2493,0.0,82,2017,5,29
2494,1.1,73,2017,5,30
2495,0.6,83,2017,5,31
2496,0.0,82,2017,6,1
2497,0.0,80,2017,6,2
2498,0.0,84,2017,6,3
2499,0.0,86,2017,6,4
2500,0.18,73,2017,6,5
2501,0.0,77,2017,6,6
2502,0.0,69,2017,6,7
2503,0.0,75,2017,6,8
2504,0.0,80,2017,6,9
2505,0.0,87,2017,6,10
2506,0.0,91,2017,6,11
2507,0.0,91,2017,6,12
2508,0.0,95,2017,6,13
2509,0.0,90,2017,6,14
2510,0.0,85,2017,6,15
2511,0.06,80,2017,6,16
2512,0.0,86,2017,6,17
2513,0.0,91,2017,6,18
2514,0.62,87,2017,6,19
2515,0.0,86,2017,6,20
2516,0.0,88,2017,6,21
2517,0.0,86,2017,6,22
2518,0.15,87,2017,6,23
2519,0.27,86,2017,6,24
2520,0.0,85,2017,6,25
2521,0.0,81,2017,6,26
2522,0.0,80,2017,6,27
2523,0.0,80,2017,6,28
2524,0.0,89,2017,6,29
2525,0.0,92,2017,6,30
2526,0.21,91,2017,7,1
2527,0.0,90,2017,7,2
2528,0.0,90,2017,7,3
2529,0.0,90,2017,7,4
2530,1.16,84,2017,7,5
2531,1.68,80,2017,7,6
2532,0.1,88,2017,7,7
2533,0.0,87,2017,7,8
2534,0.0,83,2017,7,9
2535,0.0,89,2017,7,10
2536,0.01,89,2017,7,11
2537,0.0,93,2017,7,12
2538,0.0,94,2017,7,13
2539,0.73,94,2017,7,14
2540,0.0,87,2017,7,15
2541,0.0,87,2017,7,16
2542,0.0,89,2017,7,17
2543,1.66,92,2017,7,18
2544,0.0,93,2017,7,19
2545,0.0,93,2017,7,20
2546,0.0,93,2017,7,21
2547,0.72,90,2017,7,22
2548,0.84,87,2017,7,23
2549,0.0,90,2017,7,24
2550,0.0,79,2017,7,25
2551,0.0,84,2017,7,26
2552,0.07,87,2017,7,27
2553,1.46,78,2017,7,28
2554,0.16,77,2017,7,29
2555,0.0,82,2017,7,30
2556,0.0,88,2017,7,31
2557,0.0,89,2017,8,1
2558,0.0,89,2017,8,2
2559,0.09,88,2017,8,3
2560,0.0,88,2017,8,4
2561,0.0,79,2017,8,5
2562,0.0,80,2017,8,6
2563,0.77,74,2017,8,7
2564,0.0,80,2017,8,8
2565,0.0,84,2017,8,9
2566,0.0,83,2017,8,10
2567,1.09,83,2017,8,11
2568,0.09,84,2017,8,12
2569,0.0,83,2017,8,13
2570,0.0,77,2017,8,14
2571,0.38,80,2017,8,15
2572,0.0,89,2017,8,16
2573,0.0,89,2017,8,17
2574,0.69,93,2017,8,18
2575,0.01,88,2017,8,19
2576,0.0,86,2017,8,20
2577,0.0,89,2017,8,21
2578,0.0,91,2017,8,22
2579,0.0,83,2017,8,23
2580,0.0,81,2017,8,24
2581,0.0,78,2017,8,25
2582,0.0,79,2017,8,26
2583,0.0,77,2017,8,27
2584,0.0,76,2017,8,28
2585,0.71,67,2017,8,29
2586,0.0,78,2017,8,30
2587,0.0,84,2017,8,31
2588,0.0,69,2017,9,1
2589,0.66,61,2017,9,2
2590,0.0,78,2017,9,3
2591,0.0,82,2017,9,4
2592,0.32,86,2017,9,5
2593,0.65,68,2017,9,6
2594,0.0,72,2017,9,7
2595,0.0,76,2017,9,8
2596,0.0,71,2017,9,9
2597,0.0,72,2017,9,10
2598,0.0,72,2017,9,11
2599,0.0,77,2017,9,12
2600,0.09,78,2017,9,13
2601,0.03,80,2017,9,14
2602,0.0,82,2017,9,15
2603,0.0,84,2017,9,16
2604,0.0,83,2017,9,17
2605,0.0,80,2017,9,18
2606,0.0,82,2017,9,19
2607,0.0,87,2017,9,20
2608,0.0,85,2017,9,21
2609,0.0,83,2017,9,22
2610,0.0,86,2017,9,23
2611,0.0,89,2017,9,24
2612,0.0,89,2017,9,25
2613,0.0,85,2017,9,26
2614,0.0,89,2017,9,27
2615,0.0,79,2017,9,28
2616,0.0,73,2017,9,29
2617,0.0,67,2017,9,30
2618,0.0,69,2017,10,1
2619,0.0,74,2017,10,2
2620,0.0,74,2017,10,3
2621,0.0,79,2017,10,4
2622,0.0,85,2017,10,5
2623,0.0,85,2017,10,6
2624,0.0,85,2017,10,7
2625,0.09,83,2017,10,8
2626,0.52,87,2017,10,9
2627,0.0,87,2017,10,10
2628,0.79,75,2017,10,11
2629,0.0,66,2017,10,12
2630,0.0,64,2017,10,13
2631,0.0,73,2017,10,14
2632,0.0,79,2017,10,15
2633,0.08,70,2017,10,16
2634,0.0,63,2017,10,17
2635,0.0,70,2017,10,18
2636,0.0,73,2017,10,19
2637,0.0,76,2017,10,20
2638,0.0,77,2017,10,21
2639,0.0,75,2017,10,22
2640,0.03,75,2017,10,23
2641,0.5,71,2017,10,24
2642,0.0,64,2017,10,25
2643,0.0,59,2017,10,26
2644,0.0,67,2017,10,27
2645,0.0,71,2017,10,28
2646,1.03,66,2017,10,29
2647,0.11,59,2017,10,30
2648,0.0,60,2017,10,31
2649,0.0,56,2017,11,1
2650,0.0,76,2017,11,2
2651,0.0,77,2017,11,3
2652,0.6,57,2017,11,4
2653,0.1,60,2017,11,5
2654,0.0,72,2017,11,6
2655,0.92,51,2017,11,7
2656,0.0,48,2017,11,8
2657,0.04,50,2017,11,9
2658,0.0,46,2017,11,10
2659,0.0,37,2017,11,11
2660,0.03,47,2017,11,12
2661,0.17,50,2017,11,13
2662,0.0,49,2017,11,14
2663,0.0,54,2017,11,15
2664,0.0,62,2017,11,16
2665,0.0,53,2017,11,17
2666,0.01,62,2017,11,18
2667,0.09,60,2017,11,19
2668,0.0,51,2017,11,20
2669,0.0,60,2017,11,21
2670,0.0,56,2017,11,22
2671,0.0,44,2017,11,23
2672,0.0,55,2017,11,24
2673,0.0,62,2017,11,25
2674,0.0,53,2017,11,26
2675,0.0,60,2017,11,27
2676,0.0,63,2017,11,28
2677,0.0,68,2017,11,29
2678,0.03,57,2017,11,30
2679,0.0,54,2017,12,1
2680,0.0,52,2017,12,2
2681,0.04,56,2017,12,3
2682,0.0,55,2017,12,4
2683,0.09,61,2017,12,5
2684,0.0,54,2017,12,6
2685,0.0,49,2017,12,7
2686,0.0,39,2017,12,8
2687,0.24,35,2017,12,9
2688,0.0,40,2017,12,10
2689,0.0,48,2017,12,11
2690,0.0,46,2017,12,12
2691,0.0,34,2017,12,13
2692,0.0,40,2017,12,14
2693,0.02,29,2017,12,15
2694,0.0,46,2017,12,16
2695,0.0,51,2017,12,17
2696,0.0,57,2017,12,18
2697,0.0,60,2017,12,19
2698,0.0,53,2017,12,20
2699,0.0,45,2017,12,21
2700,0.01,52,2017,12,22
2701,0.34,62,2017,12,23
2702,0.0,43,2017,12,24
2703,0.0,39,2017,12,25
2704,0.0,37,2017,12,26
2705,0.0,31,2017,12,27
2706,0.0,23,2017,12,28
2707,0.0,31,2017,12,29
2708,0.03,32,2017,12,30
2709,0.0,21,2017,12,31
2710,0.0,23,2018,1,1
2711,0.0,25,2018,1,2
2712,0.0,32,2018,1,3
2713,0.02,28,2018,1,4
2714,0.0,19,2018,1,5
2715,0.0,19,2018,1,6
2716,0.0,24,2018,1,7
2717,0.05,35,2018,1,8
2718,0.0,50,2018,1,9
2719,0.0,43,2018,1,10
2720,0.0,62,2018,1,11
2721,0.91,70,2018,1,12
2722,0.55,61,2018,1,13
2723,0.0,26,2018,1,14
2724,0.0,31,2018,1,15
2725,0.0,39,2018,1,16
2726,0.02,32,2018,1,17
2727,0.0,46,2018,1,18
2728,0.0,54,2018,1,19
2729,0.0,61,2018,1,20
2730,0.0,63,2018,1,21
2731,0.0,66,2018,1,22
2732,0.13,64,2018,1,23
2733,0.0,44,2018,1,24
2734,0.0,41,2018,1,25
2735,0.0,48,2018,1,26
2736,0.0,61,2018,1,27
2737,0.11,55,2018,1,28
2738,0.0,46,2018,1,29
2739,0.0,35,2018,1,30
2740,0.0,39,2018,1,31
2741,0.17,51,2018,2,1
2742,0.04,40,2018,2,2
2743,0.0,34,2018,2,3
2744,1.13,34,2018,2,4
2745,0.0,36,2018,2,5
2746,0.0,39,2018,2,6
2747,0.49,40,2018,2,7
2748,0.0,36,2018,2,8
2749,0.0,46,2018,2,9
2750,0.51,46,2018,2,10
2751,0.8,67,2018,2,11
2752,0.02,62,2018,2,12
2753,0.0,42,2018,2,13
2754,0.07,53,2018,2,14
2755,0.01,76,2018,2,15
2756,0.13,68,2018,2,16
2757,0.44,42,2018,2,17
2758,0.0,50,2018,2,18
2759,0.04,47,2018,2,19
2760,0.0,77,2018,2,20
2761,0.02,80,2018,2,21
2762,0.09,65,2018,2,22
2763,0.13,47,2018,2,23
2764,0.32,51,2018,2,24
2765,0.19,53,2018,2,25
2766,0.0,51,2018,2,26
2767,0.0,58,2018,2,27
2768,0.0,62,2018,2,28
2769,0.13,55,2018,3,1
2770,0.0,51,2018,3,2
2771,0.0,49,2018,3,3
2772,0.0,50,2018,3,4
2773,0.0,46,2018,3,5
2774,0.1,43,2018,3,6
2775,0.01,50,2018,3,7
2776,0.0,44,2018,3,8
2777,0.0,43,2018,3,9
2778,0.0,49,2018,3,10
2779,0.0,50,2018,3,11
2780,0.0,42,2018,3,12
2781,0.0,47,2018,3,13
2782,0.0,41,2018,3,14
2783,0.0,53,2018,3,15
2784,0.0,45,2018,3,16
2785,0.0,44,2018,3,17
2786,0.0,58,2018,3,18
2787,0.0,60,2018,3,19
2788,0.78,44,2018,3,20
2789,0.49,34,2018,3,21
2790,0.0,44,2018,3,22
2791,0.0,49,2018,3,23
2792,0.0,49,2018,3,24
2793,0.0,47,2018,3,25
2794,0.0,49,2018,3,26
2795,0.08,43,2018,3,27
2796,0.19,53,2018,3,28
2797,0.0,76,2018,3,29
2798,0.01,72,2018,3,30
2799,0.0,61,2018,3,31
2800,0.0,65,2018,4,1
2801,0.09,50,2018,4,2
2802,0.02,52,2018,4,3
